"Algergawy, Alsayed",2009,37
"Hartmann, Sven",2009,16
"Decker, Gero",2009,63
"Paulheim, Heiko",2010,15
"Atkinson, Colin",2009,88
"Wolter, D.",2010,25
"Rosenmüller, Marko",2009,26
"Stahl, Christian",2009,25
"Köpcke, Hanna",2010,280
"Ebendt, Rüdiger",2009,45
"Kollmann, Tobias",2009,16
"Decker, G.",2009,46
"Biswas, Debmalya",2009,4
"Michalarias, Ilias",2009,2
"Spiekermann, Sarah",2009,296
"Brandt, Felix",2009,21
"Weitl, Franz",2009,10
"Kensche, David",2009,23
"Reimers, Kai",2009,1
"Han, Tingting",2009,87
"Böde, Eckard",2009,34
"Tryfonopoulos, Christos",2009,18
"Helmert, Malte",2009,152
"Bleiholder, Jens",2009,414
"Lessmann, Stefan",2008,872
"Hüllermeier, Eyke",2008,387
"Cimiano, Philipp",2008,81
"Groppe, Sven",2008,1
"Küster, Ulrich",2008,21
"Gerber, R.",2008,18
"Ly, Linh Thao",2008,105
"Melis, Erica",2008,3
"Rückert, Ulrich",2008,12
"Schoop, Mareike",2008,13
"Stuckenschmidt, Heiner",2007,36
"Apel, Sven",2008,133
"Lohmann, Niels",2008,98
"Groppe, Jinghua",2008,13
"Haustein, Michael",2008,21
"Strein, Dennis",2007,21
"Stürmer, Ingo",2007,46
"Haustein, Michael",2007,49
"Gimpel, Henner",2007,18
"Gordon, Thomas F.",2007,307
"Pai, Ganesh J.",2007,148
"Bruss, Dagmar",2007,48
"Bellon, Stefan",2007,517
"Härder, Theo",2007,70
"Bodirsky, Manuel",2007,9
"Bohnenkamp, Henrik",2006,113
"Baier, Christel",2007,58
"Jin, Yi",2007,95
"Lenz, Richard",2007,386
"Rebolledo, M.",2006,64
"Schäfer, Thorsten",2006,16
"Beringer, Jürgen",2006,190
"Vatcheva, Ivayla",2006,59
"Groppe, Sven",2006,8
"Hoffmann, Jörg",2006,100
"Patig, Susanne",2006,13
"Schmitt, Ingo",2006,5
"Kounev, Samuel",2006,142
"Cimiano, Philipp",2005,37
"Thalheim, Bernhard",2005,29
"Müller-Lankenau, Claas",2005,32
"Horacek, Helmut",2006,8
"Kindler, Ekkart",2006,107
"Düsterhöft, A.",2005,1
"Zimmermann, Thomas",2005,542
"Kelleher, J.",2005,36
"Burghardt, Jochen",2005,25
"Hammori, Markus",2006,30
"Dibbern, Jens",2004,952
"Eichelberg, Marco",2005,226
"Müller, Robert",2004,240
"Balko, Sören",2004,8
"Bustos, Benjamin",2005,338
"Decker, Björn",2005,11
"Koch, Michael",2005,34
