2000,2,2,0
2001,2,2,0
2002,2,2,0
2003,25,25,0
2004,21,21,0
2005,19,19,0
2006,24,22,2
2007,37,34,3
2008,30,26,4
2009,36,30,6
2010,43,35,8
2011,51,41,10
2012,49,40,9
2013,43,36,7
2014,43,36,7
2015,44,36,8
2016,37,30,7
2017,38,30,8
2018,42,33,9
2019,39,29,10
2020,43,37,6
2021,39,34,5
2022,33,27,6
