2003;23;0
2004;19;0
2005;17;0
2006;21;1
2007;28;1
2008;22;2
2009;22;3
2010;25;5
2011;30;6
2012;27;5
2013;26;5
2014;27;5
2015;26;6
2016;23;6
2017;21;6
2018;25;7
2019;21;7
2020;21;4
2021;22;3
2022;16;3
